NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,ANNUAL_SALES,AVERAGE_CHECK,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,"% Share of F&B Purchases from Company",Percentage_Range
APPLEBEE'S,POTTSTOWN,PA,19464,0,42091,MONTGOMERY,6162,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","501+ UNITS","OVER 50","$1,000,001 - $2,500,000","$10 TO $15",597290.100988154,545006.687015314,52283.4139728402,73292.5868650679,96286.33960705,124412.626443224,212623.779075412,0.5786810296385185,">50% & <70%"
"STANS RESTAURANT","SAN LEANDRO",CA,94577,3236,6001,ALAMEDA,7362,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",39742.9391736492,36264.0659462583,3478.87322739093,4876.79741693152,6406.77307714533,8278.26116151401,14147.721357989,0.33934770171142514,<50%
"THANH THANH",OAKLAND,CA,94606,2978,6001,ALAMEDA,7362,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",39742.9391736492,36264.0659462583,3478.87322739093,4876.79741693152,6406.77307714533,8278.26116151401,14147.721357989,0.6464089380590251,">50% & <70%"
"DOMINO'S PIZZA",WENDELL,NC,27591,6904,37183,WAKE,6640,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","20 TO 49","$500,001 - $1,000,000","$7 TO $10",282606.1407,231329.707645695,51276.4330543048,49474.0979733099,27035.0262149235,58876.2793125,53078.7681352997,0.7970199312576538,">70% & <90%"
"NINNA RESTAURANT",OAKLAND,CA,94611,5221,6001,ALAMEDA,7362,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN","ASIAN UNCLASSIFIED","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",42645.3702611297,40042.7628697894,2602.60739134029,6395.82156662074,8260.44954642787,5938.27433147018,15827.1984460146,0.6550826511335107,">50% & <70%"
"BROOKLYN DISCOUNT DELI",BERKELEY,CA,94704,1919,6001,ALAMEDA,7362,"LSR - QUICK CASUAL","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",46966.77,41868.1118344871,5098.6581655129,5571.57718376337,6591.30881686595,9054.42870358716,16690.1003524229,0.7805049308763156,">70% & <90%"
"BOJANGLES' FAMOUS CHICKEN 'N BISCUITS",RALEIGH,NC,27604,1502,37183,WAKE,6640,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",CHICKEN,"FRIED CHICKEN","501+ UNITS","OVER 50","$1,000,001 - $2,500,000","$5 TO $7",564695.5338,467485.441404215,97210.0923957846,93793.2174433844,51253.1242860024,111617.915111739,129556.508611839,0.13504383926268249,<50%
STARBUCKS,"SAN RAFAEL",CA,94901,5045,6041,MARIN,7362,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","501+ UNITS","10 TO 19","$500,001 - $1,000,000","UNDER $5",194680.1052,136081.3935348,58598.7116652,52563.628404,25113.7335708,23361.612624,0,0.980679958822204,>90%
"GOLDEN CORRAL",TRACY,CA,95304,9453,6077,"SAN JOAQUIN",NULL,"LSR - BUFFET RESTAURANTS","CLASSIC & VARIED MENU","VARIED MENU","251-500 UNITS","OVER 50","$2,500,001 - $5,000,000","$7 TO $10",959519.537748179,857683.509877211,101836.027870968,152174.330072841,139903.765044745,178261.358085328,295652.984141519,0.7789215048219296,">70% & <90%"
"THE STEAM DONKEY RESTAURANT",PINECREST,CA,95364,216,6109,TUOLUMNE,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",113584.013152268,103641.507876336,9942.50527593181,13937.7266368102,18310.3467581624,23658.9981566021,40433.7223721468,0.41422917401208925,<50%
"JAMBA JUICE",MANTECA,CA,95336,5066,6077,"SAN JOAQUIN",8120,"LSR - SMOOTHIE, JUICE",BEVERAGES,"SMOOTHIE / JUICE","501+ UNITS","20 TO 49","$500,001 - $1,000,000","UNDER $5",179486.496,125461.060704,54025.435296,48461.35392,23153.757984,21538.37952,0,0.26790193518997274,<50%
"NITS CAFE","FORT BRAGG",CA,95437,3406,6045,MENDOCINO,NULL,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","OTHER ETHNIC FOOD",FUSION,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$10 TO $15",39444.6851482906,35897.7686769231,3546.91647136752,5134.50053931624,6122.91376068376,7483.07531752137,13544.7599405983,0.9055060914077849,>90%
"MOE'S SOUTHWEST GRILL","BOSSIER CITY",LA,71111,1610,22015,BOSSIER,7680,"LSR - QUICK CASUAL",MEXICAN,MEXICAN,"251-500 UNITS","5 TO 9","$500,001 - $1,000,000","$7 TO $10",309056.5944,277877.083168229,31179.5112317711,49953.2063543931,47379.6593955802,52625.7358885449,102117.023558023,0.23292637107106995,<50%
"TOREROS MEXICAN RESTAURANT",DURHAM,NC,27707,2666,37063,DURHAM,6640,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,"INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$10 TO $15",135049.828604645,126807.862830319,8241.96577432592,20254.3582355835,26159.2826750344,18805.392607961,50121.7464952864,0.6829835123934405,">50% & <70%"
"SUSHI KATSU JAPANESE",LIHUE,HI,96766,1196,15007,KAUAI,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",JAPANESE,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",99692.9150096831,93608.7488767664,6084.16613291675,14951.6369996064,19310.6142479532,13882.019891173,36999.5509444105,0.8257643133155291,">70% & <90%"
"LIHUE BAKERY & COFFEE SHOP",LIHUE,HI,96766,1333,15007,KAUAI,NULL,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",87943.4766,61472.4901434,26470.9864566,23744.738682,11344.7084814,10553.217192,0,0.06903596403475865,<50%
"TACO DEL MAR",SHERWOOD,OR,97140,8997,41067,WASHINGTON,6442,"LSR - QUICK CASUAL",MEXICAN,MEXICAN,"101-250 UNITS","10 TO 19","$500,001 - $1,000,000","$5 TO $7",216117.3528,194314.118210911,21803.2345890894,34931.3197543717,33131.6876930501,36800.1684334365,71408.4773050069,0.5424898599724919,">50% & <70%"
SUBWAY,PORTLAND,OR,97202,6639,41051,MULTNOMAH,6442,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","5 TO 9","<=$500,000","$5 TO $7",139981.4784,119809.985389479,20171.4930105213,22475.8523113921,21073.1988239055,30691.3941666706,29505.8180046284,0.2184974043789265,<50%
"ALLADINS CAFE",PORTLAND,OR,97211,7208,41051,MULTNOMAH,6442,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","OTHER ETHNIC FOOD","MIDDLE EAST (EGYPTIAN, SYRIAN, IRANIAN)","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$10 TO $15",70480.1114828775,64142.4498338461,6337.66164903134,9174.37087048433,10940.4763361823,13370.8250080057,24201.8965808262,0.4338222099106578,<50%
"KING PIZZA OF LEBANON",LEBANON,OR,97355,3216,41043,LINN,NULL,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",91878.6095721847,84533.2177343019,7345.39183788285,14865.6739576201,12242.3197298048,15976.2272473952,27107.9936874248,0.1242243479809122,<50%
"CALIFORNIA CHICKEN CAFE","LOS ANGELES",CA,90004,0,6037,"LOS ANGELES",4472,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHICKEN,"CHICKEN ROTISSERIE","INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$10 TO $15",106835.613907656,100315.535486204,6520.07842145247,16022.8770281441,20694.1619463491,14876.6250561307,39650.4579996457,0.07977368290136777,<50%
"AWAKENED HEART CAFE",TANNERSVILLE,NY,12485,7719,36039,GREENE,NULL,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",42407.0773152739,38439.47578756,3967.6015277139,5235.27690372114,6858.7909817655,9732.18850071525,13174.9279429244,0.11017555075604035,<50%
"COUNTRY MARKET & DELI","SAINT PETERSBURG",FL,33713,7134,12103,PINELLAS,8280,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,"INDEPENDENT (1-9 UNITS)","1 TO 4","$500,001 - $1,000,000","$5 TO $7",310562.9829,265810.497710545,44752.4851894549,49864.9379677204,46753.0101896457,68091.9435250149,65461.6236173566,0.6100054075255326,">50% & <70%"
"GUANAJUATO MEXICAN RESTAURANT",MILWAUKEE,WI,53207,1601,55079,MILWAUKEE,5082,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,"INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$10 TO $15",134676.200017556,126457.036449341,8219.16356821492,20198.3225683921,26086.9104556387,18753.3656461917,49983.0797711671,0.1162035421624874,<50%
"GREAT WALL","EL RENO",OK,73036,1607,40017,CANADIAN,5880,"LSR - QUICK CASUAL",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$10 TO $15",43633.8846,39231.8326146258,4402.05198537419,7052.59968873706,6689.25571534109,7429.91843034056,14417.3025341091,0.9295482411644956,>90%
SCOOPS,CULBERTSON,MT,59218,0,30085,ROOSEVELT,NULL,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS","FROZEN DESSERT","ICE CREAM / DAIRY","INDEPENDENT (1-9 UNITS)",0,"<=$500,000","UNDER $5",106740.5934,87420.5459946,19320.0474054,14943.683076,13769.5365486,39494.019558,0,0.17246703271017738,<50%
"JOHNNY'S NEW YORK STYLE PIZZA",NEWNAN,GA,30265,6501,13077,COWETA,520,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","51-100 UNITS","10 TO 19","$500,001 - $1,000,000","$10 TO $15",158943.402605897,144651.008824615,14292.3937812821,20689.605794359,24672.443025641,30153.2500120513,54578.9686074359,0.303449614948353,<50%
"ALBERTOS MEXICAN FOOD",HURRICANE,UT,84737,1968,49053,WASHINGTON,NULL,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$10 TO $15",49018.6499850817,46027.0872437217,2991.56274135997,7351.66647215115,9494.96000518599,6825.73956298957,18192.5469545463,0.4849616573934985,<50%
"RANGE RESTAURANT GROUP",GREENVILLE,SC,29607,2764,45045,GREENVILLE,3160,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9",">$5,000,000","$15 TO $20",1588743.13782144,1449673.50476741,139069.633054031,194952.325917365,256113.839930656,330927.477607628,565561.976307426,0.6285124141234356,">50% & <70%"
"DAIRY QUEEN",GREENVILLE,SC,29611,3410,45045,GREENVILLE,3160,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS","FROZEN DESSERT","ICE CREAM / DAIRY","501+ UNITS","10 TO 19","$500,001 - $1,000,000","UNDER $5",138695.6424,113591.7311256,25103.9112744,19417.389936,17891.7378696,51317.387688,0,0.42666583492981125,<50%
STARBUCKS,CASSELBERRY,FL,32707,6553,12117,SEMINOLE,5960,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","501+ UNITS","10 TO 19","$500,001 - $1,000,000","UNDER $5",195636.1176,136749.6462024,58886.4713976,52821.751752,25237.0591704,23476.334112,0,0.1632170658629103,<50%
"JIMMY JOHN'S GOURMET SANDWICH SHOP",OMAHA,NE,68102,2239,31055,DOUGLAS,5920,"LSR - QUICK CASUAL","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","20 TO 49","$500,001 - $1,000,000","$5 TO $7",254226.2148,226627.711305349,27598.5034946507,30158.3646883575,35678.0653872876,49010.6757711768,90341.7679612335,0.969414911378509,>90%
"MATSURI JAPANESSE RESTAURANT",GENEVA,IL,60134,2730,17089,KANE,1602,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",JAPANESE,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",80362.536839323,75458.0857562586,4904.45108306436,12052.5262910844,15566.301263639,11190.3071025684,29825.3669833989,0.27723058211382445,<50%
"CIRCA RESTAURANT & LOUNGE","SAN FRANCISCO",CA,94123,2701,6075,"SAN FRANCISCO",7362,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$15 TO $20",177160.641382259,161652.995871713,15507.6455105461,21739.1208662236,28559.2372164114,36901.7009661947,63065.7782739093,0.3057600995423271,<50%
"FUJI GRILL INC",ORANGE,CA,92868,2705,6059,ORANGE,4472,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","OTHER ASIAN",JAPANESE,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$10 TO $15",101262.439203661,95082.486464997,6179.95273866365,15187.0294144853,19614.6326053238,14100.5726948337,37582.0566356918,0.9050295655011206,>90%
"SUNSET CAFE",VALPARAISO,FL,32580,1005,12091,OKALOOSA,2750,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",42088.1180142508,38150.3582839475,3937.7597303033,5195.90045130828,6807.20347996378,9658.98911424174,13075.8344407605,0.6702426742740827,">50% & <70%"
"MAYAN CAFE",LOUISVILLE,KY,40206,1627,21111,JEFFERSON,4520,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","LATIN AMERICAN","OTHER LATIN AMERICA","INDEPENDENT (1-9 UNITS)","10 TO 19","$1,000,001 - $2,500,000","$10 TO $15",426192.304664436,400182.183625271,26010.1210391655,63919.0120055107,82553.8624286558,59346.344223578,158174.970478252,0.7070784330850922,">70% & <90%"
ARBY'S,MOORE,OK,73160,2718,40027,CLEVELAND,5880,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","20 TO 49","$500,001 - $1,000,000","$5 TO $7",308375.4402,263938.182444829,44437.2577551712,49513.6994523679,46423.6914627699,67612.3176771562,65000.5252097578,0.24058966086274902,<50%
STARBUCKS,POCATELLO,ID,83202,5067,16005,BANNOCK,6340,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,"COFFEE / TEA","501+ UNITS","10 TO 19","$500,001 - $1,000,000","UNDER $5",184421.6808,128910.7548792,55510.9259208,49793.853816,23790.3968232,22130.601696,0,0.8931425232645647,">70% & <90%"
"TACO BELL","BATON ROUGE",LA,70816,8333,22033,"EAST BATON ROUGE",760,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",439933.5342,360111.410169452,79822.1240305485,77016.4254705995,42085.4783992347,91652.819625,82627.8225904974,0.567403675150423,">50% & <70%"
"ROSATI'S PIZZA",URBANA,IL,61801,3705,17019,CHAMPAIGN,1400,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"101-250 UNITS","20 TO 49","$500,001 - $1,000,000","$5 TO $7",202581,165824.434630102,36756.565369898,35464.5947066327,19379.5599489796,42204.375,38048.5360331633,0.07359295645804342,<50%
"CHINA BISTRO",DANVILLE,CA,94526,3503,6013,"CONTRA COSTA",7362,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",28909.1922817949,27144.8910915469,1764.30119024798,4335.71180968313,5599.73856035229,4025.54165714426,10729.2191475005,0.9998868678449319,>90%
"THE BRENTWOOD EXPRESS",PITTSBURGH,PA,15227,2606,42003,ALLEGHENY,6280,"LSR - QUICK CASUAL","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$7 TO $10",159773.5404,136362.871913583,23410.6684864171,15208.3904765775,23410.6684864171,32638.2312474866,49213.6680590374,0.5745549270829652,">50% & <70%"
"WHITE HAWK CAFE INCORPORATED",PITTSBURGH,PA,15235,3739,42003,ALLEGHENY,6280,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","PIZZA, PASTA & ITALIAN","ITALIAN - PIZZA & PASTA","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$7 TO $10",180540.040227863,164305.649206154,16234.3910217094,23500.8323791453,28024.8427008547,34250.3613294017,61994.9556032479,0.5174679565640615,">50% & <70%"
"DAIRY QUEEN",PITTSBURGH,PA,15237,2110,42003,ALLEGHENY,6280,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS","FROZEN DESSERT","ICE CREAM / DAIRY","501+ UNITS","10 TO 19","$500,001 - $1,000,000","UNDER $5",126007.0434,103199.7685446,22807.2748554,17640.986076,16254.9085986,46622.606058,0,0.5816076496072597,">50% & <70%"
"DONUT CONNECTION",CANONSBURG,PA,15317,2466,42125,WASHINGTON,6280,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","BAKERIES, BAGELS, DONUTS AND COFFEE & SNACKS",DONUTS,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$5 TO $7",83223.9279,68123.6680227359,15100.259877264,14569.495030963,7961.47269451531,17338.3183125,15631.024723565,0.009605089314266957,<50%
"PIZZA HUT",WAYNESBURG,PA,15370,9559,42059,GREENE,NULL,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,"501+ UNITS","20 TO 49","$500,001 - $1,000,000","$7 TO $10",261442.404,214005.947406888,47436.4565931122,45769.0943227041,25010.4340561224,54467.1675,49103.8188635204,0.8209583775666494,">70% & <90%"
SUBWAY,GREENVILLE,PA,16125,1253,42085,MERCER,7610,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","5 TO 9","<=$500,000","$5 TO $7",140672.5785,120401.497165394,20271.0813346058,22586.8174473339,21177.2389439342,30842.9201101038,29651.4906608016,0.4088645699329264,<50%
"MILLERS HOAGIES",KITTANNING,PA,16201,1537,42005,ARMSTRONG,NULL,"LSR - QUICK CASUAL","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$5 TO $7",83199.4434,74167.4081662052,9032.03523379484,9869.78922649465,11676.1962732536,16039.4983185651,29565.7346590308,0.002883403304403176,<50%
SUBWAY,TITUSVILLE,PA,16354,1761,42039,CRAWFORD,NULL,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,"501+ UNITS","5 TO 9","<=$500,000","$5 TO $7",141677.8452,121261.903770726,20415.9414292735,22748.2261289753,21328.5745726351,31063.3281018251,29863.3845244423,0.47893710391186817,<50%
"ON DECK",ERIE,PA,16503,1607,42049,ERIE,2360,"FSR - UPSCALE CASUAL DINING RESTAURANTS","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$30 TO $50",154317.841969079,142181.107245219,12136.73472386,20240.2252864372,31340.8972899676,29953.3132895263,47695.8873751692,0.7840650726379451,">70% & <90%"
"THE ORIGINAL PANCAKE HOUSE",DORAL,FL,33178,2352,12086,MIAMI-DADE,4992,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","101-250 UNITS","10 TO 19","$1,000,001 - $2,500,000","$7 TO $10",263370.587226725,244173.156953407,19197.4302733187,35564.6413408352,38314.7600030769,57805.8922694505,96814.8569833846,0.8577902381680227,">70% & <90%"
"BURGER KING","CAMP HILL",PA,17011,6802,42041,CUMBERLAND,3240,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",419032.1565,350928.958257069,68103.1982429306,65709.4127159383,35906.7829048843,78196.9938817481,114183.569637532,0.5510333985653983,">50% & <70%"
"J & S PIZZA",FREDERICKSBURG,PA,17026,9320,42075,LEBANON,3240,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",37805.2951316369,34782.8864602202,3022.40867141667,6116.77945405756,5037.34778569446,6573.73886033127,11154.127239752,0.7998399080122985,">70% & <90%"
"JANS G & E CAFE",LYKENS,PA,17048,1212,42043,DAUPHIN,3240,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",36419.1446433137,33011.7734432051,3407.37120010865,4496.04921808058,5890.32106565867,8357.99123972838,11314.6115411679,0.14482709260436066,<50%
"REDROCK CAFE",YORK,PA,17406,8019,42133,YORK,9280,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",38429.1228084201,34833.6982704391,3595.42453798099,4744.1868623359,6215.40878650973,8819.27005504753,11939.0666832956,0.47487844790436107,<50%
"GOLDEN WALL CHINESE RESTAURANT","WILLOW STREET",PA,17584,9388,42071,LANCASTER,4000,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$15 TO $20",30314.206246172,28464.1583568982,1850.04788927377,4546.43148592797,5871.89112682543,4221.18677193466,11250.6693001771,0.44588193566978385,<50%
"ORIGINAL ITALIAN PIZZA",HUGHESVILLE,PA,17737,1617,42081,LYCOMING,9140,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$7 TO $10",95033.8199630795,87436.179459702,7597.64050337744,15376.1772092163,12662.7341722957,16524.8680948459,28038.911381512,0.29974759193935696,<50%
"KEMLERS RESTAURANT",BLOOMSBURG,PA,17815,7807,42037,COLUMBIA,7560,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","10 TO 19","$500,001 - $1,000,000","$15 TO $20",171308.34715978,156312.978549552,14995.3686102283,21020.9944784744,27615.8162756429,35682.6965096793,60982.4741779832,0.7697315178214099,">70% & <90%"
"DOWNTOWNER SALOON & STEAKHOUSE","FORT LAUDERDALE",FL,33301,2806,12011,BROWARD,4992,"FSR - FINE DINING RESTAURANTS","STEAK, SEAFOOD & FISH","STEAK & SEAFOOD","INDEPENDENT (1-9 UNITS)","20 TO 49","$2,500,001 - $5,000,000","$50 TO $75",917299.018273717,861015.513219284,56283.5050544323,99911.5474339036,179951.798211509,129218.934681182,396426.817651633,0.28307868595517227,<50%
MCDONALD'S,BLOOMSBURG,PA,17815,8844,42037,COLUMBIA,7560,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,"501+ UNITS","20 TO 49","$1,000,001 - $2,500,000","$5 TO $7",753209.442,630794.082817481,122415.359182519,118112.534606684,64542.3686375321,140558.936143959,205244.732267352,0.5899562234439134,">50% & <70%"
"MARIO PIZZA","EAST GREENVILLE",PA,18041,1418,42091,MONTGOMERY,6162,"LSR - QUICK CASUAL","PIZZA, PASTA & ITALIAN",PIZZERIA,"INDEPENDENT (1-9 UNITS)","1 TO 4","<=$500,000","$7 TO $10",37805.2951316369,34782.8864602202,3022.40867141667,6116.77945405756,5037.34778569446,6573.73886033127,11154.127239752,0.01308526452330605,<50%
"CUSATS CAFE",HAZLETON,PA,18201,2965,42079,LUZERNE,7560,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","AMERICAN AND AMERICAN TRADITIONAL","AMERICAN TRADITIONAL","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$10 TO $15",83316.5944229275,77243.5377126593,6073.05671026813,11250.7809987165,12120.7738236923,18286.7423890549,30627.1260520615,0.5877151235376178,">50% & <70%"
"JIMMYS QUICK LUNCH",HAZLETON,PA,18201,6522,42079,LUZERNE,7560,"LSR - QUICK CASUAL","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SUBS,"INDEPENDENT (1-9 UNITS)","10 TO 19","<=$500,000","$7 TO $10",144951.9696,129216.151628949,15735.817971051,17195.3721016992,20342.5356959094,27944.3801263688,51510.097860793,0.20224469936934042,<50%
"FORT LAUDERDALE OPA","FORT LAUDERDALE",FL,33308,7220,12011,BROWARD,4992,"FSR - UPSCALE CASUAL DINING RESTAURANTS",EUROPEAN,GREEK,"INDEPENDENT (1-9 UNITS)","20 TO 49","$1,000,001 - $2,500,000","$30 TO $50",330695.993375787,304687.532561194,26008.4608145925,43373.866053604,67162.0924084142,64188.564114063,102210.079237835,0.2152267593119973,<50%
"WAYNES FAMILY RESTAURANT",JERMYN,PA,18433,1607,42069,LACKAWANNA,7560,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","CLASSIC & VARIED MENU","VARIED MENU","INDEPENDENT (1-9 UNITS)","5 TO 9","<=$500,000","$15 TO $20",70015.3805027449,63886.6281305981,6128.75237214678,8591.48401906963,11286.851554464,14583.863629009,24924.1277752095,0.6047232873281627,">50% & <70%"
